ICORG,CISLOFA,ICDOD,DODAVATEL,UCELPLATBY,CASTKA,DATVYST,DATSPLAT,PLOZKA,UCETNIID,POZN
66003008,2400519,1279,"Státní tiskárna cenin, s.p.",dobropis k FD 2400442 - digitální tachografy - personalizace 2/2024,-3465.44,2024-03-21,2024-04-22,5139,FD2400558,
66003008,2400519,1279,"Státní tiskárna cenin, s.p.",dobropis k FD 2400442 - digitální tachografy - personalizace 2/2024,0,2024-03-21,2024-04-22,5991,FD2400558,
66003008,241007,29023033,KO-OR.construction s.r.o.,Renovace jednacích místností Ministerstva dopravy' -  vícepráce,119706.51,2024-03-25,2024-04-24,6121,FD2400559,
66003008,1240294,26702371,Audiopro. s.r.o.,Audiovizuální technika do místnosti 82/1P,2721627.59,2024-03-25,2024-04-25,6122,FD2400560,
66003008,452024,9033181,"MediaKIDS Publishing s.r.o. (původně Valora Investment),",Inzerce v Časopisu Puntik 4/2024,27830,2024-03-25,2024-04-24,5169,FD2400561,
66003008,24110049,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,168941.41,2024-03-25,2024-04-24,5139,FD2400562,
66003008,22402325,25097008,"REISSWOLF likvidace dokumentů a dat, s.r.o.",Služby archivu,1573,2024-03-25,2024-05-06,5169,FD2400563,
66003008,22402327,25097008,"REISSWOLF likvidace dokumentů a dat, s.r.o.",Služby archivu,10890,2024-03-25,2024-05-06,5169,FD2400564,
66003008,2024102,311391,"CENDIS, s.p.","Podpora IFS2, 2/2024",39173.75,2024-03-25,2024-04-24,5168,FD2400565,
66003008,2024103,311391,"CENDIS, s.p.","Podpora IFS2, 2/2024",538450,2024-03-25,2024-04-24,5168,FD2400566,
66003008,2024104,311391,"CENDIS, s.p.",dodání občerstvení na akci dne 20.03.2024 - Velké kolegium týkající se železniční nákladní dopravy - DAC a studie CDV,1920,2024-03-25,2024-04-24,5175,FD2400567,
66003008,10014,231401,Město Benešov,dopravní výuka ZŠ na DHH Benešov 2/2024,6500,2024-03-19,2024-04-24,5169,FD2400568,
66003008,5183188673,47114983,"Česká pošta, s.p.",Komerční a kvalifikované certifikáty,6644.99,2024-03-25,2024-04-09,5168,FD2400569,
66003008,3412400178,49710371,"Řízení letového provozu České republiky, státní podnik (ŘLP ČR, s.p.)","Kurzy -  Assesor, IC RAD, ATCO Briefing Office, SUP, SAF",1808950,2024-03-14,2024-04-12,5169,FD2400570,
66003008,3412400175,49710371,"Řízení letového provozu České republiky, státní podnik (ŘLP ČR, s.p.)","Kurzy -  Assesor,ADI/TWR, ATCO,Briefing Office, OJTI",3510210,2024-03-15,2024-04-12,5169,FD2400571,
66003008,101118917,49704362,ASIANA s.r.o.,Letenky - Jiří Kokeš - ZPC 120/2024,9996,2024-03-26,2024-04-25,5173,FD2400572,
66003008,101118916,49704362,ASIANA s.r.o.,Letenky - Martin Dillinger - ZPC 121/2024,9160,2024-03-26,2024-04-25,5173,FD2400573,
66003008,101118972,49704362,ASIANA s.r.o.,Letenky - Michal Reinohl - ZPC 125/2024,4650,2024-03-26,2024-04-25,5173,FD2400574,
66003008,101118999,49704362,ASIANA s.r.o.,Letenky - Luboš Knížek - ZPC 124/2024,10686,2024-03-26,2024-04-25,5173,FD2400575,
66003008,101119204,49704362,ASIANA s.r.o.,Letenky - Marie Hauerová a Veronika Kotrlíková - ZPC 126-127/2024,9286,2024-03-27,2024-04-26,5173,FD2400576,
66003008,101119244,49704362,ASIANA s.r.o.,Letenky - Vojtěch Dabrowski - ZPC 128/2024,10034,2024-03-27,2024-04-26,5173,FD2400577,
66003008,2024064,29304792,"Tlumočnický servis, s.r.o.",Překlad letáku Via Vindobona z Aj do Nj,3025,2024-03-25,2024-04-25,5169,FD2400578,
66003008,10401728,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,školení - Ing. Marie Soukupová,3030.50,2024-03-26,2024-04-25,5167,FD2400579,
66003008,10911312,49704362,ASIANA s.r.o.,Ubytování - Jiří Kokeš - ZPC 120/2024,7326,2024-03-27,2024-04-26,5173,FD2400580,
66003008,1322401642,63073188,"Přerost a Švorc - auto, s.r.o.","výměna nefunkční autobaterie na služebním vozidle Škoda Superb, RZ: 5AE 9340",5485,2024-03-21,2024-04-26,5171,FD2400581,
66003008,1322401551,63073188,"Přerost a Švorc - auto, s.r.o.","Nákup emisní známky na služební vozidlo Volkswagen Multivan, RZ: 9AF 8268",400,2024-03-19,2024-04-26,5179,FD2400582,
66003008,2024002,10846778,Martina Kosíková,Pomocné a ostatní kancelářské služby 3/2024,11000,2024-03-27,2024-04-26,5169,FD2400583,
66003008,101119375,49704362,ASIANA s.r.o.,Letenky - Zdeněk Čechura - ZPC 118/2024,14510,2024-03-27,2024-04-26,5173,FD2400584,
66003008,52024,70045399,Vlastimil Holešovský,Servis páternostorů 1.Q 2024,23949,2024-03-28,2024-04-26,5169,FD2400585,
66003008,240102965,28307755,Fiber Mounts s r.o.,"profesionální stojan na TV, stojan na tablet",4590,2024-03-28,2024-04-15,5137,FD2400586,
66003008,240102965,28307755,Fiber Mounts s r.o.,"profesionální stojan na TV, stojan na tablet",2890,2024-03-28,2024-04-15,5139,FD2400586,
66003008,2024106,311391,"CENDIS, s.p.",služby pro aplikaci ISNP - 11K - za 12/2023,36602.50,2024-03-28,2024-04-26,5168,FD2400587,
66003008,2024107,311391,"CENDIS, s.p.",služby pro aplikaci ISNP - 12I - za 1/2024,22562.87,2024-03-28,2024-04-26,5168,FD2400588,
66003008,2024108,311391,"CENDIS, s.p.",služby pro aplikaci ISNP - 12I - za 2/2024,22562.87,2024-03-28,2024-04-26,5168,FD2400589,
66003008,2024109,311391,"CENDIS, s.p.",služby pro aplikaci ISNP - 11K - za 1/2024,29342.50,2024-03-28,2024-04-26,5168,FD2400590,
66003008,2024110,311391,"CENDIS, s.p.",Provoz systému ISUA za 2/2024,145200,2024-03-28,2024-04-26,5168,FD2400591,
66003008,24110051,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,1269229.50,2024-03-28,2024-04-26,5139,FD2400592,
66003008,24110052,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,130181.48,2024-03-28,2024-04-26,5139,FD2400593,
66003008,24201152,27596494,"Marking Center CZ, a.s.",vizitky a printy,4155,2024-03-28,2024-04-26,5139,FD2400594,
66003008,20240006,17814171,Mgr. Sára Raabe,Zajištění PR komunikace BESIP 3/2024,10000,2024-03-28,2024-04-26,5169,FD2400595,
66003008,10911327,49704362,ASIANA s.r.o.,Ubytování - Zdeněk Čechura a Lenka Hamplová - ZPC 118 a 85/2024,12324,2024-03-28,2024-04-26,5173,FD2400596,
66003008,2024007,5984971,Dominika Kozáková,služby pro silničně správní úřad 3/2024,24800,2024-03-31,2024-04-30,5169,FD2400597,
66003008,840016,300268,Střední odborná škola Jarov,Výmalba prostor budovy Ministerstva dopravy,48000,2024-03-21,2024-05-02,5171,FD2400598,
66003008,202403,88556956,Tereza Vykydalová,administrativni správa 3/2024,24240,2024-03-29,2024-05-02,5169,FD2400599,
66003008,824,48578282,PhDr. Jitka Šebová Šafaříková,služby dopravního psychologa - 5. a 7.3.2024,20000,2024-03-07,2024-05-02,5169,FD2400600,
66003008,4100000514,45808163,"FASS, s.r.o.",PO a BOZP za 3/2024,12691.69,2024-04-02,2024-05-02,5169,FD2400601,
66003008,2024049,44004508,"Trexima, spol. s.r.o.",Systém dopravní statistiky a výběrové šetření vozidel v silniční nákladní dopravě - etapa A/2024,3731640,2024-04-02,2024-05-02,5166,FD2400602,
66003008,8105423015,63077639,"Wolters Kluwer ČR, a.s.",předplatné ASPI za 1-3/2024,136949,2024-03-31,2024-05-02,5042,FD2400603,
66003008,2400300575,27218848,"KPCS CZ, s.r.o.",digitální SSL certifikát Thawte SSL s platnosti 2 roky pro domenu: etechnicak.cz,2734,2024-01-09,2024-04-10,5168,FD2400604,
66003008,20240003,71750100,Ing. Šárka Machová,Poskytování služeb v oblasti účetnictví za 3/2024,16330,2024-04-01,2024-05-02,5169,FD2400605,
66003008,50400416,25273850,"Hybler Group, a.s.","Pronájem skladovacích prostor pro uložení materiálů BESIP Středočeského kraje - teplo, elektřina a voda - 4/2024",1845.91,2024-04-02,2024-05-02,5164,FD2400606,
66003008,57400543,25273850,"Hybler Group, a.s.",Pronájem skladovacích prostor pro uložení materiálů BESIP Středočeského kraje - nájemné a ostatní služby za 4/2024,7625.90,2024-04-02,2024-05-03,5164,FD2400607,
66003008,32024,7910541,Radka Osterová,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Pardubickém kraji za 3/2024,59319,2024-03-31,2024-04-30,5169,FD2400608,
66003008,2024111,311391,"CENDIS, s.p.",Technologický upgrade aplikace eTesty,6942980,2024-04-02,2024-05-03,6111,FD2400609,
66003008,20241057,27426653,BusinessCom a.s.,Servis KS za 3/2024,27951,2024-03-31,2024-05-03,5168,FD2400610,
66003008,101120445,49704362,ASIANA s.r.o.,Letenky - Martina Nováčková - ZPC 130/2024,10633,2024-04-03,2024-05-03,5173,FD2400612,
66003008,101120442,49704362,ASIANA s.r.o.,Letenky - Martina Nováčková - ZPC 131/2024,10172,2024-04-03,2024-05-03,5173,FD2400613,
66003008,202400023,28733932,Bezpečně na silnicích o.p.s.,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Libereckém kraji za 3/2024,57356.18,2024-04-03,2024-05-03,5169,FD2400614,
66003008,22437772,26919541,"INFRA, s.r.o.",školení - Martina Mrózková,2150,2024-03-21,2024-05-03,5167,FD2400615,
66003008,16330,64948251,ALTRON a.s.,program SILVER 1-3/2024,138225.56,2024-04-03,2024-05-03,5169,FD2400616,
66003008,240100056,47309971,Lovosklady a.s.,Pronájem skladovacích prostor pro uložení materiálů BESIP Ústeckého kraje za 4/2024,3025.01,2024-04-01,2024-05-03,5164,FD2400617,
66003008,483310134,1718053,Hyundai Praha Domanský s.r.o.,"pravidelná servisní kontrola vč. výměny kapalin, filtrů, na služebním vozidle Hyundai i40 5AE 2772",17639,2024-03-27,2024-05-03,5171,FD2400618,
66003008,9458173820,64949681,T-Mobile Czech Republic a.s.,služby symetrického internetu za 3/2024,18150,2024-04-02,2024-05-03,5162,FD2400621,
66003008,9660302834,64949681,T-Mobile Czech Republic a.s.,telekomunikační služby za 3/2024,12299.90,2024-04-02,2024-05-03,5162,FD2400622,
66003008,2442040588,25656635,"Pražské vodovody a kanalizace, a.s.",Srážky 3/2024,27370,2024-03-28,2024-05-03,5151,FD2400623,
66003008,132410438,28510011,"Komterm Čechy, s.r.o.",Opravy technologického zařízení plynové kotelny za 3/2024,1276.67,2024-03-31,2024-05-03,5171,FD2400624,
66003008,4120000814,61328952,"MSV Liberec, s.r.o.",Servisní práce nákladních výtahů 1.Q/ 2024,5320,2024-04-04,2024-05-03,5169,FD2400625,
66003008,4120000815,61328952,"MSV Liberec, s.r.o.",servisní práce zdvih.plošiny za 1.Q/2024,4210.80,2024-04-04,2024-05-03,5169,FD2400626,
66003008,24010996,27204987,1. VOX a.s.,školení - Kateřina Routová a Jana Vopálková,5122,2024-04-03,2024-05-03,5167,FD2400627,
66003008,5190704170,47114983,"Česká pošta, s.p.",poštovní služby,11923.75,2024-04-03,2024-05-06,5161,FD2400628,
66003008,5183193157,47114983,"Česká pošta, s.p.",Časové razítko 3/2024,8092.48,2024-04-03,2024-04-17,5168,FD2400629,
66003008,142024,27174140,"Utilis, s.r.o.",překlad z ČJ do AJ,3950,2024-04-03,2024-05-03,5169,FD2400630,
66003008,132410437,28510011,"Komterm Čechy, s.r.o.","techn.správa, provoz a servis plynové kotelny za 3/2024",8525.30,2024-03-31,2024-05-03,5169,FD2400631,
66003008,2024112,311391,"CENDIS, s.p.",poskytování odborných poradenských a dalších služeb 3/2024,897820,2024-04-03,2024-04-12,5168,FD2400632,
66003008,2024115,311391,"CENDIS, s.p.",Zajištění veřejné zakázky a souvisejících procesů pro dodávku ISVD za 2/2024,245962.75,2024-04-03,2024-05-03,6111,FD2400633,
66003008,2024116,311391,"CENDIS, s.p.",Poskytování služeb projektové a architektonické kanceláře za 2/2024,2091751.20,2024-04-03,2024-05-03,5168,FD2400634,
66003008,2024117,311391,"CENDIS, s.p.",Zajištění provozu a rozvoje informačního systému Portál dopravy 2/2024,1954078.32,2024-04-03,2024-05-03,5168,FD2400635,
66003008,2024118,311391,"CENDIS, s.p.",Rozvoj Portálu dopravy v rámci ICT služeb dle ZP03,675893.90,2024-04-03,2024-05-03,6111,FD2400636,
66003008,2024119,311391,"CENDIS, s.p.",Technická správa budov a majetku 3/2024,664169,2024-04-03,2024-05-03,5169,FD2400637,
66003008,6240240,61057606,"Komwag, podnik čistoty a údržby města, a.s.",svoz a likvidace odpadu 3/2024,44669.60,2024-03-31,2024-05-03,5169,FD2400638,
66003008,5241647242,60193336,O2 Czech Republic a.s.,"Telekomunikační služby, 3/2024",225494.82,2024-03-31,2024-05-03,5162,FD2400639,
66003008,20240096,26428091,"e-Fractal, s.r.o.",konzultační činnosti za 3/2024,68970,2024-04-03,2024-05-03,5168,FD2400640,
66003008,24200737,27608514,CompuNet s.r.o.,Podpora software LOGmanagerII. odst. 4 návrhu smlouvy do 18/07/2024 - 3/2024,11495,2024-04-03,2024-05-03,5168,FD2400641,
66003008,41241556,27373665,OKsystem a.s.,aplikační podpora PIS za 3/2024,36300,2024-04-04,2024-05-03,5168,FD2400642,
66003008,1824010531,48115908,"FTV Prima, spol. s r.o.",zajištění vysílání informačních spotů,1306800,2024-04-04,2024-05-03,5169,FD2400643,
66003008,24110055,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,86085.45,2024-04-04,2024-05-03,5139,FD2400644,
66003008,1031459,49704362,ASIANA s.r.o.,Dobropis k FD 2400555 - letenky - Martin Kupka - ZPC 117/2024,-2800,2024-04-04,2024-06-04,5169,FD2400645,
66003008,1031459,49704362,ASIANA s.r.o.,Dobropis k FD 2400555 - letenky - Martin Kupka - ZPC 117/2024,0,2024-04-04,2024-06-04,5991,FD2400645,
66003008,1031460,49704362,ASIANA s.r.o.,Dobropis k FD 2400584 -  letenky - Zdeněk Čechura - ZPC 118/2024,0,2024-04-04,2024-06-04,5991,FD2400646,
66003008,1031460,49704362,ASIANA s.r.o.,Dobropis k FD 2400584 -  letenky - Zdeněk Čechura - ZPC 118/2024,-2800,2024-04-04,2024-06-04,5173,FD2400646,
66003008,9764004525,64949681,T-Mobile Czech Republic a.s.,telekomunikační služby za 3/2024,18821.55,2024-04-04,2024-05-03,5162,FD2400647,
66003008,24031,75397030,Veronika Cibulková,zajištění činnosti KK BESIP ve Středočeském kraji za 3/2024,12075,2024-04-04,2024-05-03,5169,FD2400648,
66003008,240003,10694846,Jan Pokorný,služby v oblasti nadměrné přepravy 3/2024,24000,2024-04-02,2024-05-03,5169,FD2400649,
66003008,2400571,1279,"Státní tiskárna cenin, s.p.",Průkaz PPZŘ - PERSONALIZACE 3/2024,11851.39,2024-04-04,2024-05-03,5139,FD2400650,
66003008,2400570,1279,"Státní tiskárna cenin, s.p.",Řidičské průkazy BLESK - PERSONALIZACE - 3/2024,827349.67,2024-04-04,2024-05-03,5139,FD2400651,
66003008,2400569,1279,"Státní tiskárna cenin, s.p.",Řidičské průkazy - PERSONALIZACE - 3/2024,8968912.55,2024-04-04,2024-05-03,5139,FD2400652,
66003008,5183194478,47114983,"Česká pošta, s.p.",Kvalifikované certifikáty,1650,2024-04-03,2024-04-18,5168,FD2400653,
66003008,2024120,311391,"CENDIS, s.p.",Zahradnické práce 3/2024,7402.63,2024-04-04,2024-05-03,5169,FD2400654,
66003008,2024121,311391,"CENDIS, s.p.",Údržbový materiál 3/2024,28044,2024-04-04,2024-05-03,5171,FD2400655,
66003008,2024122,311391,"CENDIS, s.p.",zajištění občerstvení na jednání k právním úpravám AŘ dne 14.03.2024,408,2024-03-28,2024-05-03,5175,FD2400656,
66003008,1012400143,26367530,"Vydavatelství a nakladatelství Aleš Čeněk, s.r.o.",publikace,1174,2024-04-04,2024-05-06,5136,FD2400657,
66003008,24400191,28196449,AKR1 s.r.o.,tisky za 3/2024,34649.61,2024-04-04,2024-05-03,5171,FD2400658,
66003008,101121021,49704362,ASIANA s.r.o.,Letenky - Jiří Blaha - ZPC 139/2024,14734,2024-04-05,2024-05-03,5173,FD2400659,
66003008,6240261,61057606,"Komwag, podnik čistoty a údržby města, a.s.",svoz a likvidace velkoobjemového odpadu 11. a 27.3.2024,10650.50,2024-03-31,2024-05-03,5169,FD2400660,
66003008,202400053,28241266,TITIO s.r.o.,Technická podpora a údržba stránek MD ČR za 3/2024,17545,2024-03-31,2024-05-03,5168,FD2400661,
66003008,62401962,28168356,"NEWTON Media, a.s.",Monitoring médií 3/2024,8712,2024-04-04,2024-05-03,5169,FD2400662,
66003008,1232410823,70994226,"České dráhy, a.s.",Mezinárodní jízdenka - Blanka Bednářová  - ZPC 66/2024,1970,2024-04-05,2024-05-03,5173,FD2400663,
66003008,1232410824,70994226,"České dráhy, a.s.",Mezinárodní jízdenka - JIndřich Kušnír  - ZPC 123/2024,8998,2024-04-05,2024-05-03,5173,FD2400664,
66003008,224080,42196558,"Alessandria Hradec Králové, spol. s r.o.",Zajištění služeb pro konání porady krajských koordinátorů v Hradci Králové - ubytování a večeře 26.-27.3.,2570,2024-03-31,2024-05-03,5173,FD2400665,
66003008,224080,42196558,"Alessandria Hradec Králové, spol. s r.o.",Zajištění služeb pro konání porady krajských koordinátorů v Hradci Králové - ubytování a večeře 26.-27.3.,16870,2024-03-31,2024-05-03,5169,FD2400665,
66003008,2024001,47825065,Ing. Václav Hronek,Zajištění dopravní výchovy ZŠ na DDH Rožnov p. Radhoštěm 2-3/2024,16800,2024-03-19,2024-05-03,5169,FD2400668,
66003008,2024123,311391,"CENDIS, s.p.",provozování infolinky MD za 3/2024,220099,2024-04-05,2024-05-03,5169,FD2400670,
66003008,2401366,29108373,Marbes s.r.o.,Poskytování služeb základní podpory k systému HelpDesk za 1-3/2024,10043,2024-04-05,2024-05-03,5168,FD2400671,
66003008,240100009,27630935,Evil team s.r.o.,zajištění servisu přípojného vozidla RZ: 6H5 56-22,54934,2024-04-04,2024-05-06,5171,FD2400672,
66003008,24006,27002896,"Asociace Záchranný kruh, z.s.",Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Karlovarském kraji za 3/2024,40282,2024-04-02,2024-05-09,5169,FD2400673,
66003008,32024,1294253,Václava Ircingová,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Plzeňském kraji za 3/2024,64959,2024-04-05,2024-05-09,5169,FD2400674,
66003008,5240032,1484559,"INDUS FACILITY, spol. s r. o.",ostraha objektu za 3/2024 - paušál,698720.55,2024-04-03,2024-05-07,5169,FD2400675,
66003008,4601000507,61974731,"Trade FIDES, a.s.",servisní zásahy - únor 2024,10067.20,2024-04-05,2024-05-07,5171,FD2400676,
66003008,4601000508,61974731,"Trade FIDES, a.s.",servisní zásahy - leden 2024,968,2024-04-05,2024-05-07,5171,FD2400677,
66003008,1624600147,68407700,České vysoké učení technické v Praze,Kariérní den ČVUT 9.4.2024,19360,2024-04-03,2024-05-07,5176,FD2400678,
66003008,10911466,49704362,ASIANA s.r.o.,"Ubytování - Václav Kobera, Ondřej Šváb, Patrik Zapletal a Alica Delčevová - ZPC 70-74/2024",38688,2024-04-08,2024-05-07,5173,FD2400679,
66003008,101121508,49704362,ASIANA s.r.o.,Letenky - Ladislav Klimeš - ZPC 138/2024,18669,2024-04-08,2024-05-07,5173,FD2400680,
66003008,24110059,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,206176.74,2024-04-08,2024-05-07,5139,FD2400681,
66003008,2400500114,6572,Česká republika - Kancelář Poslanecké sněmovny,občerstvení pro jednání MD v Poslanecké sněmovně 3/2024,854,2024-03-31,2024-05-07,5175,FD2400682,
66003008,643431982,25354671,"ANAG, spol. s r.o.",školení - Mgr. Johana Bělinová,14990,2024-04-08,2024-04-19,5167,FD2400683,
66003008,7302400140,47547022,CHAPS spol.s.r.o.,Poskytování služeb - zajíštění řádného provozu za 3/2024,21380.70,2024-04-04,2024-05-07,5168,FD2400684,
66003008,101121562,49704362,ASIANA s.r.o.,Letenky - Ondřej Šváb - ZPC 143/2024,15200,2024-04-08,2024-05-07,5173,FD2400685,
66003008,240005,65765885,Centrum AMAVET - Junior Brno,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Jihomoravském kraji za 3/2024,92551.50,2024-04-05,2024-05-09,5169,FD2400686,
66003008,2024390118,27946576,"Správa městských sportovišť Kolín, a.s.",výuka dopravní výchovy na DDH Kolín za 2/2024,10500,2024-02-23,2024-05-07,5169,FD2400687,
66003008,2024390230,27946576,"Správa městských sportovišť Kolín, a.s.",výuka dopravní výchovy na DDH Kolín za 3/2024,16950,2024-04-08,2024-05-07,5169,FD2400688,
66003008,3240003,27479137,s-drive s.r.o.,Zajištění služeb pro konání porady krajských koordinátorů v Hradci Králové,1881.60,2024-04-05,2024-05-07,5173,FD2400689,
66003008,3240003,27479137,s-drive s.r.o.,Zajištění služeb pro konání porady krajských koordinátorů v Hradci Králové,7257.60,2024-04-05,2024-05-07,5169,FD2400689,
66003008,3240003,27479137,s-drive s.r.o.,Zajištění služeb pro konání porady krajských koordinátorů v Hradci Králové,15488,2024-04-05,2024-05-07,5164,FD2400689,
66003008,4801006566,62913671,"Up Česká republika, s. r. o.",stravenky,661000,2024-04-08,2024-04-18,5169,FD2400690,
66003008,2312401403,45800456,TV Nova s.r.o.,zajištění vysílání informačních spotů za 3/2024,1512500,2024-04-05,2024-05-07,5169,FD2400691,
66003008,2024124,311391,"CENDIS, s.p.","Projektový dohled, technologický dohled a supervize pro implementaci Resortního mapového portálu MD Geoportál za 2/2024",172425,2024-04-08,2024-05-09,6111,FD2400692,
66003008,2024125,311391,"CENDIS, s.p.",zajištění webhostingu webových služeb za období 3/2024,5041.47,2024-04-08,2024-05-09,5168,FD2400693,
66003008,2024126,311391,"CENDIS, s.p.",podpora webového prostředí OCL 3/2024,3539.25,2024-04-08,2024-05-09,5168,FD2400694,
66003008,2024129,311391,"CENDIS, s.p.",odebraná dotovaná jídla důchodci za 3/2024,14383.12,2024-04-08,2024-05-09,5169,FD2400695,
66003008,2024130,311391,"CENDIS, s.p.",odebraná dotovaná jídla zaměstnanci za 3/2024,399549.33,2024-04-08,2024-05-09,5169,FD2400696,
66003008,2024131,311391,"CENDIS, s.p.",odebraná nedotovaná jídla zaměstnanci za 3/2024,80195.24,2024-04-08,2024-05-09,5169,FD2400697,
66003008,2024132,311391,"CENDIS, s.p.",údržba a podpora provozu ORP za 3/2024,218208.98,2024-04-09,2024-05-09,5168,FD2400698,
66003008,2024133,311391,"CENDIS, s.p.","aplikace e-Testy za 2/2024  - služby C,D",227177.50,2024-04-09,2024-05-09,5168,FD2400699,
66003008,2024134,311391,"CENDIS, s.p.",řízení projektů 2/2024,221206.15,2024-04-09,2024-05-09,5168,FD2400700,
66003008,5831240479,2819678,O2 IT Services s.r.o.,Poskytování služeb provozu infrastruktury pro informační systémy MD 3/2024,3977839.83,2024-04-09,2024-05-09,5168,FD2400701,
66003008,1241037827,60707968,100MEGA Distribution s.r.o.,"optické moduly Ubiquiti UFiber SM 10Gbit,25Gbit",135835,2024-04-05,2024-05-09,5139,FD2400702,
66003008,2024040027,27816451,Ki-Wi Digital s.r.o.,servisní podpora Elektronické úřední desky v úrovni „Servisní smlouva - parametr VIP“ na období 01/2024 - 3/2024,23232,2024-04-05,2024-05-09,5168,FD2400703,
66003008,2024040035,27816451,Ki-Wi Digital s.r.o.,Ki-Wi NaviSystem 1.čtvrtletí 2024,20799.90,2024-04-05,2024-05-09,5168,FD2400704,
66003008,2024040036,27816451,Ki-Wi Digital s.r.o.,vzdálený dohled 'Dynamický spořič' elektronické úřední desky za 1. čtvrtletí 2024,2541,2024-04-05,2024-05-09,5168,FD2400705,
66003008,202444049,25382926,VALTBERG s.r.o.,zajištění mezinárodního jednání ČR a SR v oblasti železniční dopravy,10500,2024-04-09,2024-05-09,5175,FD2400706,
66003008,202444049,25382926,VALTBERG s.r.o.,zajištění mezinárodního jednání ČR a SR v oblasti železniční dopravy,9000,2024-04-09,2024-05-09,5164,FD2400706,
66003008,320240815,6199089,REA Center s.r.o.,vysavač Karcher WD 5P CAR Exclusive a filtr,5490,2024-04-05,2024-05-09,5137,FD2400708,
66003008,320240815,6199089,REA Center s.r.o.,vysavač Karcher WD 5P CAR Exclusive a filtr,560,2024-04-05,2024-05-09,5139,FD2400708,
66003008,20240540,29145121,Tender systems s.r.o.,"Podpora a rozšíření inf.systému - veřejné zakázky, 1-3/2024",26136,2024-04-09,2024-05-09,5168,FD2400709,
66003008,240260,6927351,Web security s.r.o.,"dodání doménových certifikátů od mezinárodně uznávaných certifikačních autorit - SSL certifikát: GeoTrust QuickSSL Premium WildCard, roků: 2, doména: *.opd.cz",12753,2024-04-08,2024-05-09,5168,FD2400710,
66003008,171,262340,Statutární město Jablonec nad Nisou,dopravní výchova ZŠ na DDH v Jablonci nad Nisou za 1-3/2024,30400,2024-04-03,2024-05-09,5169,FD2400711,
66003008,100241497,25051865,ZENOVA services s.r.o.,zimní údržba a venkovní úklid za 3/2024,11858,2024-04-09,2024-05-10,5169,FD2400712,
66003008,10911505,49704362,ASIANA s.r.o.,Ubytování - Pavel Kratochvíl - ZPC 147/2024,31390,2024-04-10,2024-05-10,5173,FD2400713,
66003008,10911507,49704362,ASIANA s.r.o.,"Ubytování - Martin Kupka, Zdeněk Čechura, Blanka Bednářová, Mikuláš Myslbek - ZPC 132-135/2024",10704,2024-04-10,2024-05-10,5173,FD2400714,
66003008,10911507,49704362,ASIANA s.r.o.,"Ubytování - Martin Kupka, Zdeněk Čechura, Blanka Bednářová, Mikuláš Myslbek - ZPC 132-135/2024",3568,2024-04-10,2024-05-10,5169,FD2400714,
66003008,101122097,49704362,ASIANA s.r.o.,Letenky - Pavel Kratochvíl - ZPC 147/2024,7701,2024-04-10,2024-05-10,5173,FD2400715,
66003008,101122112,49704362,ASIANA s.r.o.,Letenky -Jan Bezděkovský a Luděk Sosna - ZPC 144-145/2024,27124,2024-04-10,2024-05-10,5173,FD2400716,
66003008,24600211,571024,PCS s.r.o.,Servisní oprava RTG typ 622XR,4936.80,2024-04-09,2024-05-10,5171,FD2400717,
66003008,244101919,2180898,BARELOVÁ VODA s.r.o.,barelová voda,5989.50,2024-04-10,2024-05-10,5175,FD2400718,
66003008,312410854,47115068,Česká tisková kancelář,zpravodajský servis ČTK 3/2024,15521.88,2024-04-09,2024-05-10,5169,FD2400719,
66003008,7102400554,61459445,"ČD-Telematika, a.s.",Údržba ICT infrastruktury 3/2024,23437.70,2024-04-09,2024-05-10,5162,FD2400720,
66003008,7112400555,61459445,"ČD-Telematika, a.s.",Telefonní linka ČDT 3/2024,1149.50,2024-04-09,2024-05-10,5162,FD2400721,
66003008,11024,28487737,ADV. solutions s.r.o.,tisk a grafika,37994,2024-04-08,2024-05-10,5139,FD2400722,
66003008,3662400014,4308697,Aricoma Systems a.s.,Podpora provozu IS TP 3/2024,1210000,2024-04-09,2024-05-10,5168,FD2400723,
66003008,22024,76526062,Radim Česnek,zajištění dopravní výuky ZŠ za 2-3/2024,16800,2024-03-28,2024-05-10,5169,FD2400724,
66003008,2024035,43937420,Miroslav Mikulík,Oprava vertikálních žaluzií - v místnostech č.60/1P a 116/3P,10744.80,2024-04-10,2024-05-10,5171,FD2400725,
66003008,4601000517,61974731,"Trade FIDES, a.s.",servisní pohotovost za 3/2024,5929,2024-04-09,2024-05-10,5169,FD2400726,
66003008,4601000518,61974731,"Trade FIDES, a.s.",telekomunikační poplatky 3/2024,15306.50,2024-04-09,2024-05-10,5162,FD2400727,
